Gene stable ID version,Rat gene stable ID,Mouse gene stable ID
ENSG00000128203.7,ENSRNOG00000061004,ENSMUSG00000029348
ENSG00000126010.6,ENSRNOG00000004124,ENSMUSG00000031364
ENSG00000100104.13,ENSRNOG00000000662,ENSMUSG00000029346
ENSG00000089101.19,ENSRNOG00000011028,ENSMUSG00000037143
ENSG00000100109.17,ENSRNOG00000000663,ENSMUSG00000029345
ENSG00000147027.4,ENSRNOG00000030418,ENSMUSG00000025666
ENSG00000185915.5,ENSRNOG00000024479,ENSMUSG00000047485
ENSG00000166140.17,ENSRNOG00000012528,ENSMUSG00000068580
ENSG00000197976.12,ENSRNOG00000028211,ENSMUSG00000121606
ENSG00000102572.15,ENSRNOG00000011511,ENSMUSG00000063410
ENSG00000087301.9,ENSRNOG00000006334,ENSMUSG00000021830
ENSG00000202093.1,ENSRNOG00000055561,ENSMUSG00000064844
ENSG00000206602.1,ENSRNOG00000059171,ENSMUSG00000064647
ENSG00000101670.12,ENSRNOG00000018694,ENSMUSG00000053846
ENSG00000091482.8,ENSRNOG00000007495,ENSMUSG00000041476
ENSG00000100122.7,ENSRNOG00000047653,ENSMUSG00000029343
ENSG00000196431.4,ENSRNOG00000049770,ENSMUSG00000066975
ENSG00000133466.14,ENSRNOG00000007300,ENSMUSG00000022440
ENSG00000149970.16,ENSRNOG00000007014,ENSMUSG00000025658
ENSG00000256590.2,ENSRNOG00000033109,ENSMUSG00000076873
ENSG00000141627.14,ENSRNOG00000018425,ENSMUSG00000035765
ENSG00000278195.2,ENSRNOG00000007332,ENSMUSG00000044933
ENSG00000136161.13,ENSRNOG00000015054,ENSMUSG00000022106
ENSG00000124216.4,ENSRNOG00000009594,ENSMUSG00000042821
ENSG00000187045.19,ENSRNOG00000000184,ENSMUSG00000016942
ENSG00000100519.12,ENSRNOG00000007203,ENSMUSG00000021832
ENSG00000178462.12,ENSRNOG00000028750,ENSMUSG00000021216
ENSG00000104081.14,ENSRNOG00000007529,ENSMUSG00000040093
ENSG00000207154.1,ENSRNOG00000057236,ENSMUSG00000065934
ENSG00000176624.12,ENSRNOG00000015777,ENSMUSG00000037253
ENSG00000185736.16,ENSRNOG00000030775,ENSMUSG00000052551
ENSG00000101194.18,ENSRNOG00000010275,ENSMUSG00000023393
ENSG00000104044.16,ENSRNOG00000014465,ENSMUSG00000030450
ENSG00000178235.8,ENSRNOG00000009209,ENSMUSG00000075478
ENSG00000132965.10,ENSRNOG00000000907,ENSMUSG00000060063
ENSG00000178473.7,ENSRNOG00000017759,ENSMUSG00000044988
ENSG00000032742.18,ENSRNOG00000009278,ENSMUSG00000040040
ENSG00000067082.15,ENSRNOG00000016885,ENSMUSG00000000078
ENSG00000132825.7,ENSRNOG00000053869,ENSMUSG00000049999
ENSG00000101132.10,ENSRNOG00000050932,ENSMUSG00000052033
ENSG00000102445.20,ENSRNOG00000022760,ENSMUSG00000034959
ENSG00000180998.12,ENSRNOG00000026328,ENSMUSG00000049092
ENSG00000124215.17,ENSRNOG00000053332,ENSMUSG00000039155
ENSG00000100014.20,ENSRNOG00000001303,ENSMUSG00000033444
ENSG00000126773.13,ENSRNOG00000005568,ENSMUSG00000034501
ENSG00000125247.16,ENSRNOG00000014310,ENSMUSG00000041594
ENSG00000134146.12,ENSRNOG00000037356,ENSMUSG00000057147
ENSG00000197586.13,ENSRNOG00000007427,ENSMUSG00000033068
ENSG00000188277.10,ENSRNOG00000071065,ENSMUSG00000055926
ENSG00000151655.19,ENSRNOG00000001066,ENSMUSG00000037254
ENSG00000126778.12,ENSRNOG00000022777,ENSMUSG00000051367
ENSG00000166068.13,ENSRNOG00000070996,ENSMUSG00000027351
ENSG00000128271.22,ENSRNOG00000001302,ENSMUSG00000020178
ENSG00000154001.14,ENSRNOG00000005045,ENSMUSG00000021051
ENSG00000133106.15,ENSRNOG00000009471,ENSMUSG00000022014
ENSG00000248905.10,ENSRNOG00000031760,ENSMUSG00000044042
ENSG00000100024.15,ENSRNOG00000038258,ENSMUSG00000033427
ENSG00000127863.16,ENSRNOG00000014265,ENSMUSG00000060548
ENSG00000100028.12,ENSRNOG00000013839,ENSMUSG00000020180
ENSG00000151468.11,ENSRNOG00000017933,ENSMUSG00000026676
ENSG00000182256.13,ENSRNOG00000014862,ENSMUSG00000055026
ENSG00000139832.5,ENSRNOG00000023991,ENSMUSG00000031504
ENSG00000151657.12,ENSRNOG00000026690,ENSMUSG00000037262
ENSG00000134905.17,ENSRNOG00000014526,ENSMUSG00000056228
ENSG00000178026.13,ENSRNOG00000046428,ENSMUSG00000046807
ENSG00000166450.13,ENSRNOG00000055251,ENSMUSG00000036030
ENSG00000152464.15,ENSRNOG00000063181,ENSMUSG00000049950
ENSG00000123243.15,ENSRNOG00000049614,ENSMUSG00000025780
ENSG00000120158.12,ENSRNOG00000015491,ENSMUSG00000024785
ENSG00000036473.8,ENSRNOG00000003370,ENSMUSG00000031173
ENSG00000126790.12,ENSRNOG00000004503,ENSMUSG00000019718
ENSG00000051180.17,ENSRNOG00000037302,ENSMUSG00000027323
ENSG00000147041.12,ENSRNOG00000003585,ENSMUSG00000054453
ENSG00000179008.9,ENSRNOG00000031655,ENSMUSG00000021098
ENSG00000165572.8,ENSRNOG00000011657,ENSMUSG00000075502
ENSG00000120662.16,ENSRNOG00000047106,ENSMUSG00000022022
ENSG00000134020.8,ENSRNOG00000026247,ENSMUSG00000022085
ENSG00000183354.12,ENSRNOG00000026942,ENSMUSG00000046138
ENSG00000130701.4,ENSRNOG00000057245,ENSMUSG00000038980
ENSG00000260314.3,ENSRNOG00000018251,ENSMUSG00000026712
ENSG00000172766.19,ENSRNOG00000045863,ENSMUSG00000022020
ENSG00000184302.7,ENSRNOG00000006296,ENSMUSG00000021099
ENSG00000173698.18,ENSRNOG00000032472,ENSMUSG00000031298
ENSG00000044459.15,ENSRNOG00000043151,ENSMUSG00000038070
ENSG00000168546.11,ENSRNOG00000014010,ENSMUSG00000022103
ENSG00000100625.9,ENSRNOG00000007250,ENSMUSG00000034460
ENSG00000101193.8,ENSRNOG00000065606,ENSMUSG00000027573
ENSG00000166734.20,ENSRNOG00000016357,ENSMUSG00000060227
ENSG00000188133.6,ENSRNOG00000042246,ENSMUSG00000046593
ENSG00000176399.4,ENSRNOG00000024093,ENSMUSG00000043753
ENSG00000219438.9,ENSRNOG00000049349,ENSMUSG00000054863
ENSG00000147874.11,ENSRNOG00000046028,ENSMUSG00000038047
ENSG00000107611.16,ENSRNOG00000029047,ENSMUSG00000026726
ENSG00000100030.15,ENSRNOG00000001849,ENSMUSG00000063358
ENSG00000124225.16,ENSRNOG00000050404,ENSMUSG00000038400
ENSG00000100614.18,ENSRNOG00000005916,ENSMUSG00000021096
ENSG00000185053.14,ENSRNOG00000057716,ENSMUSG00000039539
ENSG00000102763.18,ENSRNOG00000053145,ENSMUSG00000058997
ENSG00000151838.12,ENSRNOG00000004774,ENSMUSG00000021086
ENSG00000198791.12,ENSRNOG00000012263,ENSMUSG00000031601
ENSG00000100330.16,ENSRNOG00000007120,ENSMUSG00000034354
ENSG00000101365.21,ENSRNOG00000007316,ENSMUSG00000027406
ENSG00000185634.12,ENSRNOG00000037134,ENSMUSG00000035109
ENSG00000122692.9,ENSRNOG00000007671,ENSMUSG00000028409
ENSG00000142178.9,ENSRNOG00000001189,ENSMUSG00000024042
ENSG00000107614.22,ENSRNOG00000026132,ENSMUSG00000026723
ENSG00000160207.9,ENSRNOG00000001193,ENSMUSG00000002076
ENSG00000164985.15,ENSRNOG00000011498,ENSMUSG00000028484
ENSG00000125249.7,ENSRNOG00000051564,ENSMUSG00000051615
ENSG00000100731.16,ENSRNOG00000007459,ENSMUSG00000021140
ENSG00000179388.9,ENSRNOG00000017828,ENSMUSG00000033730
ENSG00000139679.16,ENSRNOG00000015577,ENSMUSG00000033446
ENSG00000142182.9,ENSRNOG00000001212,ENSMUSG00000000730
ENSG00000213995.12,ENSRNOG00000015021,ENSMUSG00000031505
ENSG00000221818.9,ENSRNOG00000011548,ENSMUSG00000022053
ENSG00000125977.7,ENSRNOG00000017447,ENSMUSG00000074656
ENSG00000160224.17,ENSRNOG00000001213,ENSMUSG00000000731
ENSG00000121743.4,ENSRNOG00000008847,ENSMUSG00000048582
ENSG00000165474.8,ENSRNOG00000008855,ENSMUSG00000046352
ENSG00000171877.21,ENSRNOG00000016189,ENSMUSG00000027238
ENSG00000121742.19,ENSRNOG00000022116,ENSMUSG00000040055
ENSG00000148481.14,ENSRNOG00000016955,ENSMUSG00000026767
ENSG00000104714.14,ENSRNOG00000042114,ENSMUSG00000051978
ENSG00000203883.7,ENSRNOG00000016248,ENSMUSG00000046470
ENSG00000154930.15,ENSRNOG00000007102,ENSMUSG00000027452
ENSG00000141959.17,ENSRNOG00000001214,ENSMUSG00000020277
ENSG00000155975.10,ENSRNOG00000012001,ENSMUSG00000031600
ENSG00000121741.17,ENSRNOG00000008734,ENSMUSG00000021945
ENSG00000137074.20,ENSRNOG00000006582,ENSMUSG00000028411
ENSG00000165309.14,ENSRNOG00000016716,ENSMUSG00000037683
ENSG00000179600.4,ENSRNOG00000021885,ENSMUSG00000048982
ENSG00000133454.16,ENSRNOG00000048430,ENSMUSG00000072720
ENSG00000020426.11,ENSRNOG00000007267,ENSMUSG00000021103
ENSG00000101134.12,ENSRNOG00000013196,ENSMUSG00000027560
ENSG00000159167.12,ENSRNOG00000015075,ENSMUSG00000014813
ENSG00000137770.14,ENSRNOG00000022141,ENSMUSG00000033411
ENSG00000104228.13,ENSRNOG00000009449,ENSMUSG00000022043
ENSG00000158470.5,ENSRNOG00000008283,ENSMUSG00000017929
ENSG00000267909.3,ENSRNOG00000033973,ENSMUSG00000062961
ENSG00000198042.11,ENSRNOG00000010783,ENSMUSG00000031578
ENSG00000020256.20,ENSRNOG00000012762,ENSMUSG00000027551
ENSG00000179476.8,ENSRNOG00000023230,ENSMUSG00000047227
ENSG00000160226.16,ENSRNOG00000001215,ENSMUSG00000020284
ENSG00000147421.18,ENSRNOG00000013326,ENSMUSG00000021972
ENSG00000150867.14,ENSRNOG00000016670,ENSMUSG00000026737
ENSG00000150456.11,ENSRNOG00000009849,ENSMUSG00000021951
ENSG00000150457.9,ENSRNOG00000056343,ENSMUSG00000021959
ENSG00000264452.1,ENSRNOG00000057485,ENSMUSG00000093784
ENSG00000160233.8,ENSRNOG00000001217,ENSMUSG00000051652
ENSG00000101115.13,ENSRNOG00000050035,ENSMUSG00000027547
ENSG00000175894.18,ENSRNOG00000001219,ENSMUSG00000069581
ENSG00000151849.16,ENSRNOG00000022597,ENSMUSG00000064128
ENSG00000171989.6,ENSRNOG00000062741,ENSMUSG00000101959
ENSG00000166200.15,ENSRNOG00000008744,ENSMUSG00000027206
ENSG00000101144.13,ENSRNOG00000053384,ENSMUSG00000008999
ENSG00000179133.15,ENSRNOG00000021898,ENSMUSG00000026734
ENSG00000132631.6,ENSRNOG00000009461,ENSMUSG00000027431
ENSG00000125533.6,ENSRNOG00000010312,ENSMUSG00000045493
ENSG00000179242.16,ENSRNOG00000052405,ENSMUSG00000000305
ENSG00000184787.19,ENSRNOG00000001222,ENSMUSG00000009293
ENSG00000100359.21,ENSRNOG00000018745,ENSMUSG00000042303
ENSG00000172728.16,ENSRNOG00000050857,ENSMUSG00000046152
ENSG00000204740.11,ENSRNOG00000052916,ENSMUSG00000075520
ENSG00000156687.11,ENSRNOG00000011858,ENSMUSG00000063626
ENSG00000180730.5,ENSRNOG00000012521,ENSMUSG00000044461
ENSG00000133105.8,ENSRNOG00000000897,ENSMUSG00000053368
ENSG00000148488.17,ENSRNOG00000064205,ENSMUSG00000003418
ENSG00000183255.12,ENSRNOG00000001223,ENSMUSG00000009291
ENSG00000136750.13,ENSRNOG00000018200,ENSMUSG00000026787
ENSG00000137834.15,ENSRNOG00000009173,ENSMUSG00000036867
ENSG00000164989.17,ENSRNOG00000033445,ENSMUSG00000052407
ENSG00000131831.18,ENSRNOG00000006670,ENSMUSG00000043518
ENSG00000186866.17,ENSRNOG00000001228,ENSMUSG00000020260
ENSG00000073910.23,ENSRNOG00000000894,ENSMUSG00000056602
ENSG00000126785.13,ENSRNOG00000021919,ENSMUSG00000046768
ENSG00000047230.15,ENSRNOG00000004257,ENSMUSG00000031360
ENSG00000137776.17,ENSRNOG00000054446,ENSMUSG00000032212
ENSG00000180008.9,ENSRNOG00000068183,ENSMUSG00000048379
ENSG00000038945.15,ENSRNOG00000012779,ENSMUSG00000025044
ENSG00000140015.20,ENSRNOG00000009542,ENSMUSG00000034402
ENSG00000107295.10,ENSRNOG00000006761,ENSMUSG00000028488
ENSG00000150051.14,ENSRNOG00000018938,ENSMUSG00000061013
ENSG00000100647.8,ENSRNOG00000045941,ENSMUSG00000021133
ENSG00000153714.6,ENSRNOG00000033740,ENSMUSG00000048706
ENSG00000263761.3,ENSRNOG00000057751,ENSMUSG00000072625
ENSG00000169906.5,ENSRNOG00000004222,ENSMUSG00000040808
ENSG00000169126.16,ENSRNOG00000018905,ENSMUSG00000061802
ENSG00000183570.17,ENSRNOG00000001245,ENSMUSG00000001120
ENSG00000086102.19,ENSRNOG00000009015,ENSMUSG00000028423
ENSG00000102218.6,ENSRNOG00000025428,ENSMUSG00000060090
ENSG00000087510.7,ENSRNOG00000005246,ENSMUSG00000028640
ENSG00000012174.12,ENSRNOG00000007644,ENSMUSG00000046873
ENSG00000092964.18,ENSRNOG00000009625,ENSMUSG00000022048
ENSG00000129521.15,ENSRNOG00000005053,ENSMUSG00000035105
ENSG00000184402.15,ENSRNOG00000060010,ENSMUSG00000039086
ENSG00000083642.19,ENSRNOG00000001098,ENSMUSG00000034021
ENSG00000101361.17,ENSRNOG00000007128,ENSMUSG00000027405
ENSG00000138593.9,ENSRNOG00000008629,ENSMUSG00000035093
ENSG00000102098.19,ENSRNOG00000003726,ENSMUSG00000000037
ENSG00000077943.8,ENSRNOG00000016538,ENSMUSG00000026768
ENSG00000165389.7,ENSRNOG00000004292,ENSMUSG00000044408
ENSG00000170345.10,ENSRNOG00000008015,ENSMUSG00000021250
ENSG00000189306.11,ENSRNOG00000022896,ENSMUSG00000018040
ENSG00000183690.13,ENSRNOG00000002986,ENSMUSG00000025038
ENSG00000107105.15,ENSRNOG00000006853,ENSMUSG00000008489
ENSG00000184012.14,ENSRNOG00000001976,ENSMUSG00000000385
ENSG00000175985.10,ENSRNOG00000038297,ENSMUSG00000066438
ENSG00000148482.12,ENSRNOG00000025639,ENSMUSG00000036949
ENSG00000119681.12,ENSRNOG00000012094,ENSMUSG00000002020
ENSG00000102786.15,ENSRNOG00000009873,ENSMUSG00000035161
ENSG00000221890.6,ENSRNOG00000016156,ENSMUSG00000022421
ENSG00000103657.14,ENSRNOG00000051671,ENSMUSG00000038664
ENSG00000183741.12,ENSRNOG00000046955,ENSMUSG00000089715
ENSG00000137106.18,ENSRNOG00000012794,ENSMUSG00000035637
ENSG00000147454.14,ENSRNOG00000015495,ENSMUSG00000034248
ENSG00000101096.20,ENSRNOG00000012175,ENSMUSG00000027544
ENSG00000177669.4,ENSRNOG00000030102,ENSMUSG00000071113
ENSG00000147459.18,ENSRNOG00000024703,ENSMUSG00000044447
ENSG00000172671.20,ENSRNOG00000011791,ENSMUSG00000042213
ENSG00000147119.4,ENSRNOG00000004258,ENSMUSG00000037347
ENSG00000273820.2,ENSRNOG00000002844,ENSMUSG00000046269
ENSG00000171365.17,ENSRNOG00000002862,ENSMUSG00000004317
ENSG00000119121.22,ENSRNOG00000013053,ENSMUSG00000024727
ENSG00000188779.12,ENSRNOG00000013959,ENSMUSG00000022245
ENSG00000100324.14,ENSRNOG00000017285,ENSMUSG00000022414
ENSG00000095777.17,ENSRNOG00000018478,ENSMUSG00000025716
ENSG00000140044.13,ENSRNOG00000063964,ENSMUSG00000034271
ENSG00000104660.19,ENSRNOG00000012601,ENSMUSG00000031513
ENSG00000122033.15,ENSRNOG00000070811,ENSMUSG00000016510
ENSG00000123171.8,ENSRNOG00000013740,ENSMUSG00000017049
ENSG00000137880.6,ENSRNOG00000012290,ENSMUSG00000046814
ENSG00000125245.14,ENSRNOG00000012628,ENSMUSG00000050350
ENSG00000128268.12,ENSRNOG00000017434,ENSMUSG00000042428
ENSG00000132938.22,ENSRNOG00000032410,ENSMUSG00000029651
ENSG00000196074.13,ENSRNOG00000061690,ENSMUSG00000060445
ENSG00000100335.15,ENSRNOG00000017553,ENSMUSG00000022412
ENSG00000074410.14,ENSRNOG00000017766,ENSMUSG00000032373
ENSG00000042317.17,ENSRNOG00000003955,ENSMUSG00000021007
ENSG00000120907.18,ENSRNOG00000009522,ENSMUSG00000045875
ENSG00000102524.12,ENSRNOG00000014464,ENSMUSG00000031497
ENSG00000165186.12,ENSRNOG00000069252,ENSMUSG00000041552
ENSG00000169895.6,ENSRNOG00000004304,ENSMUSG00000031357
ENSG00000133878.9,ENSRNOG00000011518,ENSMUSG00000039661
ENSG00000167034.10,ENSRNOG00000015477,ENSMUSG00000022061
ENSG00000127870.17,ENSRNOG00000000968,ENSMUSG00000029634
ENSG00000187051.9,ENSRNOG00000017847,ENSMUSG00000051518
ENSG00000008086.13,ENSRNOG00000003742,ENSMUSG00000031292
ENSG00000182902.14,ENSRNOG00000042731,ENSMUSG00000004902
ENSG00000134013.16,ENSRNOG00000016758,ENSMUSG00000034205
ENSG00000157483.9,ENSRNOG00000061928,ENSMUSG00000032220
ENSG00000157578.14,ENSRNOG00000028248,ENSMUSG00000045275
ENSG00000132932.19,ENSRNOG00000008053,ENSMUSG00000021983
ENSG00000148450.13,ENSRNOG00000016873,ENSMUSG00000023094
ENSG00000196092.14,ENSRNOG00000024729,ENSMUSG00000014030
ENSG00000256574.8,ENSRNOG00000068733,ENSMUSG00000053391
ENSG00000130702.15,ENSRNOG00000053691,ENSMUSG00000015647
ENSG00000168267.7,ENSRNOG00000016902,ENSMUSG00000026735
ENSG00000131100.13,ENSRNOG00000011905,ENSMUSG00000019210
ENSG00000104219.13,ENSRNOG00000022686,ENSMUSG00000039470
ENSG00000168300.14,ENSRNOG00000005730,ENSMUSG00000051285
ENSG00000198718.13,ENSRNOG00000004415,ENSMUSG00000035614
ENSG00000166128.13,ENSRNOG00000018009,ENSMUSG00000036943
ENSG00000104765.16,ENSRNOG00000009820,ENSMUSG00000022051
ENSG00000151835.17,ENSRNOG00000014509,ENSMUSG00000048279
ENSG00000151023.17,ENSRNOG00000018631,ENSMUSG00000026679
ENSG00000099968.18,ENSRNOG00000012394,ENSMUSG00000009112
ENSG00000136770.11,ENSRNOG00000000150,ENSMUSG00000026740
ENSG00000166233.15,ENSRNOG00000009887,ENSMUSG00000025234
ENSG00000149657.20,ENSRNOG00000054557,ENSMUSG00000039108
ENSG00000053770.12,ENSRNOG00000014148,ENSMUSG00000036291
ENSG00000165443.12,ENSRNOG00000000274,ENSMUSG00000037747
ENSG00000197892.13,ENSRNOG00000013089,ENSMUSG00000060012
ENSG00000160284.15,ENSRNOG00000070409,ENSMUSG00000009115
ENSG00000087495.17,ENSRNOG00000057996,ENSMUSG00000027525
ENSG00000160285.15,ENSRNOG00000054549,ENSMUSG00000033105
ENSG00000153495.11,ENSRNOG00000033585,ENSMUSG00000031512
ENSG00000165548.11,ENSRNOG00000011334,ENSMUSG00000034145
ENSG00000265203.2,ENSRNOG00000051911,ENSMUSG00000041534
ENSG00000137841.12,ENSRNOG00000058337,ENSMUSG00000040061
ENSG00000178695.6,ENSRNOG00000066973,ENSMUSG00000098557
ENSG00000165322.18,ENSRNOG00000017791,ENSMUSG00000041225
ENSG00000124479.11,ENSRNOG00000002960,ENSMUSG00000040138
ENSG00000243156.9,ENSRNOG00000053203,ENSMUSG00000051586
ENSG00000197562.10,ENSRNOG00000020067,ENSMUSG00000025730
ENSG00000151812.15,ENSRNOG00000014982,ENSMUSG00000021852
ENSG00000165169.11,ENSRNOG00000003611,ENSMUSG00000031176
ENSG00000005812.11,ENSRNOG00000059334,ENSMUSG00000022124
ENSG00000147081.15,ENSRNOG00000002921,ENSMUSG00000050089
ENSG00000125378.16,ENSRNOG00000009694,ENSMUSG00000021835
ENSG00000257108.2,ENSRNOG00000067173,ENSMUSG00000090113
ENSG00000253309.7,ENSRNOG00000009814,ENSMUSG00000091155
ENSG00000104671.8,ENSRNOG00000013254,ENSMUSG00000031516
ENSG00000069535.14,ENSRNOG00000029778,ENSMUSG00000040147
ENSG00000171703.17,ENSRNOG00000016288,ENSMUSG00000059540
ENSG00000167930.17,ENSRNOG00000067554,ENSMUSG00000024187
ENSG00000171885.18,ENSRNOG00000016043,ENSMUSG00000024411
ENSG00000221914.11,ENSRNOG00000011158,ENSMUSG00000022052
ENSG00000155659.15,ENSRNOG00000038132,ENSMUSG00000044206
ENSG00000100650.16,ENSRNOG00000005513,ENSMUSG00000021134
ENSG00000174227.16,ENSRNOG00000071170,ENSMUSG00000029263
ENSG00000139780.8,ENSRNOG00000011591,ENSMUSG00000047343
ENSG00000160282.15,ENSRNOG00000001261,ENSMUSG00000001155
ENSG00000134899.24,ENSRNOG00000022812,ENSMUSG00000026048
ENSG00000119547.6,ENSRNOG00000052665,ENSMUSG00000045991
ENSG00000137809.17,ENSRNOG00000006723,ENSMUSG00000032243
ENSG00000134440.12,ENSRNOG00000017852,ENSMUSG00000024587
ENSG00000102221.14,ENSRNOG00000039837,ENSMUSG00000037315
ENSG00000130700.7,ENSRNOG00000058983,ENSMUSG00000015627
ENSG00000189299.7,ENSRNOG00000030619,ENSMUSG00000071665
ENSG00000129988.6,ENSRNOG00000014532,ENSMUSG00000016024
ENSG00000065923.10,ENSRNOG00000004150,ENSMUSG00000037341
ENSG00000159267.17,ENSRNOG00000001686,ENSMUSG00000040820
ENSG00000072401.15,ENSRNOG00000000611,ENSMUSG00000019927
ENSG00000033170.17,ENSRNOG00000008451,ENSMUSG00000021065
ENSG00000165300.8,ENSRNOG00000009649,ENSMUSG00000033214
ENSG00000180509.13,ENSRNOG00000001984,ENSMUSG00000039639
ENSG00000081923.15,ENSRNOG00000024952,ENSMUSG00000039529
ENSG00000068650.19,ENSRNOG00000017154,ENSMUSG00000031441
ENSG00000196227.11,ENSRNOG00000053607,ENSMUSG00000070476
ENSG00000074696.13,ENSRNOG00000030232,ENSMUSG00000033629
ENSG00000164151.12,ENSRNOG00000023053,ENSMUSG00000034525
ENSG00000155621.15,ENSRNOG00000024197,ENSMUSG00000035171
ENSG00000266524.3,ENSRNOG00000051993,ENSMUSG00000021943
ENSG00000142156.16,ENSRNOG00000001249,ENSMUSG00000001119
ENSG00000080839.12,ENSRNOG00000006921,ENSMUSG00000027641
ENSG00000187601.5,ENSRNOG00000003178,ENSMUSG00000047238
ENSG00000274588.2,ENSRNOG00000039323,ENSMUSG00000062393
ENSG00000197506.8,ENSRNOG00000018853,ENSMUSG00000021553
ENSG00000284440.1,ENSRNOG00000035602,ENSMUSG00000065402
ENSG00000100312.11,ENSRNOG00000029762,ENSMUSG00000022622
ENSG00000145536.15,ENSRNOG00000016812,ENSMUSG00000049538
ENSG00000099250.18,ENSRNOG00000010744,ENSMUSG00000025810
ENSG00000204612.1,ENSRNOG00000032137,ENSMUSG00000056829
ENSG00000154330.13,ENSRNOG00000015406,ENSMUSG00000041731
ENSG00000165621.9,ENSRNOG00000037884,ENSMUSG00000044819
ENSG00000087842.11,ENSRNOG00000003674,ENSMUSG00000031379
ENSG00000188243.14,ENSRNOG00000038012,ENSMUSG00000075486
ENSG00000173482.17,ENSRNOG00000011700,ENSMUSG00000033278
ENSG00000109667.12,ENSRNOG00000005302,ENSMUSG00000005107
ENSG00000205927.5,ENSRNOG00000028658,ENSMUSG00000039830
ENSG00000124205.18,ENSRNOG00000007477,ENSMUSG00000027524
ENSG00000164808.17,ENSRNOG00000037851,ENSMUSG00000041974
ENSG00000100416.15,ENSRNOG00000016465,ENSMUSG00000022386
ENSG00000184221.13,ENSRNOG00000028648,ENSMUSG00000046160
ENSG00000171421.13,ENSRNOG00000023407,ENSMUSG00000021607
ENSG00000124279.12,ENSRNOG00000027422,ENSMUSG00000021532
ENSG00000160180.17,ENSRNOG00000001159,ENSMUSG00000024029
ENSG00000131080.15,ENSRNOG00000013018,ENSMUSG00000034457
ENSG00000183324.11,ENSRNOG00000009332,ENSMUSG00000074269
ENSG00000136114.17,ENSRNOG00000012108,ENSMUSG00000031480
ENSG00000103126.15,ENSRNOG00000062714,ENSMUSG00000024182
ENSG00000148057.16,ENSRNOG00000019519,ENSMUSG00000050002
ENSG00000136100.14,ENSRNOG00000012654,ENSMUSG00000031479
ENSG00000167139.9,ENSRNOG00000008737,ENSMUSG00000036244
ENSG00000197930.13,ENSRNOG00000006462,ENSMUSG00000021831
ENSG00000109606.13,ENSRNOG00000003844,ENSMUSG00000029169
ENSG00000165105.10,ENSRNOG00000024190,ENSMUSG00000043003
ENSG00000173198.6,ENSRNOG00000037845,ENSMUSG00000052821
ENSG00000177398.19,ENSRNOG00000001157,ENSMUSG00000054134
ENSG00000078295.17,ENSRNOG00000032150,ENSMUSG00000021536
ENSG00000106733.21,ENSRNOG00000012665,ENSMUSG00000037847
ENSG00000182220.15,ENSRNOG00000003858,ENSMUSG00000031007
ENSG00000156642.17,ENSRNOG00000009029,ENSMUSG00000032336
ENSG00000167972.14,ENSRNOG00000050057,ENSMUSG00000024130
ENSG00000025293.17,ENSRNOG00000019948,ENSMUSG00000038116
ENSG00000137054.16,ENSRNOG00000012664,ENSMUSG00000028318
ENSG00000109625.19,ENSRNOG00000008947,ENSMUSG00000036596
ENSG00000139977.14,ENSRNOG00000014192,ENSMUSG00000036282
ENSG00000183654.9,ENSRNOG00000024461,ENSMUSG00000022269
ENSG00000169018.6,ENSRNOG00000007077,ENSMUSG00000032244
ENSG00000176435.7,ENSRNOG00000022697,ENSMUSG00000045930
ENSG00000164853.9,ENSRNOG00000001284,ENSMUSG00000029546
ENSG00000154655.16,ENSRNOG00000025273,ENSMUSG00000041565
ENSG00000239857.7,ENSRNOG00000001293,ENSMUSG00000025858
ENSG00000113430.10,ENSRNOG00000012720,ENSMUSG00000021604
ENSG00000165416.15,ENSRNOG00000012594,ENSMUSG00000022024
ENSG00000135052.16,ENSRNOG00000018400,ENSMUSG00000021556
ENSG00000152953.13,ENSRNOG00000031397,ENSMUSG00000029123
ENSG00000182732.18,ENSRNOG00000008082,ENSMUSG00000021219
ENSG00000140464.20,ENSRNOG00000008400,ENSMUSG00000036986
ENSG00000075240.17,ENSRNOG00000016968,ENSMUSG00000035900
ENSG00000155313.16,ENSRNOG00000001573,ENSMUSG00000022867
ENSG00000120594.17,ENSRNOG00000000142,ENSMUSG00000026748
ENSG00000164880.16,ENSRNOG00000047880,ENSMUSG00000029547
ENSG00000221116.1,ENSRNOG00000054739,ENSMUSG00000080610
ENSG00000141448.11,ENSRNOG00000023433,ENSMUSG00000005836
ENSG00000212498.1,ENSRNOG00000051605,ENSMUSG00000093645
ENSG00000229686.1,ENSRNOG00000054607,ENSMUSG00000065289
ENSG00000075275.18,ENSRNOG00000021285,ENSMUSG00000016028
ENSG00000226572.1,ENSRNOG00000056237,ENSMUSG00000065272
ENSG00000200231.1,ENSRNOG00000054171,ENSMUSG00002076660
ENSG00000043355.12,ENSRNOG00000054879,ENSMUSG00000061524
ENSG00000112902.12,ENSRNOG00000011977,ENSMUSG00000022231
ENSG00000101638.14,ENSRNOG00000022691,ENSMUSG00000025425
ENSG00000200354.1,ENSRNOG00000058944,ENSMUSG00000064405
